user_id,first_name,last_name,maiden_name,age,gender,email,phone,username,birth_date,image,blood_group,height,weight,eye_color,hair_color,hair_type,ip_address,address,city,state,state_code,postal_code,country,mac_address,university,user_agent,crypto_coin,crypto_wallet,crypto_network
98,Clara,Berry,,31.0,female,clara.berry@x.dummyjson.com,+1 390-831-5172,clarab,1994-02-13,https://dummyjson.com/icon/clarab/128,O-,151.55,90.27,Red,Blue,Wavy,144.153.81.107,1577 Jefferson Street,seattle,montana,MT,41818,united states,30:fa:b2:ca:17:91,Boston College,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
99,Gavin,Stanley,,33.0,male,gavin.stanley@x.dummyjson.com,+44 466-358-6026,gavins,1992-03-17,https://dummyjson.com/icon/gavins/128,O-,173.37,92.17,Amber,Black,Straight,189.110.169.3,1898 Second Street,houston,mississippi,MS,85234,united states,34:32:b0:9:28:0,University of California--Irvine,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
100,Lila,Hudson,,28.0,female,lila.hudson@x.dummyjson.com,+91 697-236-1544,lilah,1997-09-01,https://dummyjson.com/icon/lilah/128,AB+,190.1,70.03,Gray,Blonde,Wavy,96.35.42.117,262 Ninth Street,chicago,nevada,NV,17472,united states,96:21:23:2c:f:d5,University of Notre Dame,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
101,Alice,Smith,Johnson,29.0,female,alice.smith@x.dummyjson.com,+61 611-556-8989,alicej,1996-09-08,https://dummyjson.com/icon/alicej/128,AB-,171.67,56.25,Red,Black,Straight,223.157.14.11,1631 Fourth Street,houston,arkansas,AR,81896,united states,f3:c3:7b:69:2e:ab,Wake Forest University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
102,John,Doe,,36.0,male,john.doe@x.dummyjson.com,+44 242-757-6754,johnd,1989-02-20,https://dummyjson.com/icon/johnd/128,B-,179.44,93.42,Brown,Blonde,Wavy,1.250.48.36,37 Second Street,fort worth,new york,NY,33991,united states,6d:ab:13:25:a0:10,Brown University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
103,Emily,Brown,Taylor,43.0,female,emily.brown@x.dummyjson.com,+61 875-999-8871,emilyt,1982-12-05,https://dummyjson.com/icon/emilyt/128,AB-,181.96,89.65,Blue,Brown,Kinky,41.156.197.109,1962 Fourth Street,houston,hawaii,HI,67104,united states,3b:9b:ee:cf:1f:de,Georgetown University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
104,Michael,Johnson,,25.0,male,michael.johnson@x.dummyjson.com,+92 290-825-4767,michaelj,2000-01-06,https://dummyjson.com/icon/michaelj/128,A+,164.38,97.18,Red,White,Curly,115.37.119.66,1252 Washington Street,phoenix,maryland,MD,64002,united states,29:bc:a7:64:58:48,University of Miami,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
105,Emma,Wilson,Clark,32.0,female,emma.wilson@x.dummyjson.com,+49 933-975-3236,emmac,1993-06-02,https://dummyjson.com/icon/emmac/128,O+,164.59,97.44,Gray,Brown,Straight,23.240.162.228,888 Lincoln Street,new york,kansas,KS,85313,united states,64:a6:72:4d:9e:79,Tufts University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
106,David,Martinez,,40.0,male,david.martinez@x.dummyjson.com,+1 846-350-3024,davidm,1985-06-11,https://dummyjson.com/icon/davidm/128,O+,159.35,88.58,Gray,Red,Kinky,50.111.18.40,510 Pine Street,seattle,new jersey,NJ,75448,united states,b:2c:b2:76:6e:e,University of Texas--Austin,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
107,Olivia,Anderson,Harris,30.0,female,olivia.anderson@x.dummyjson.com,+44 952-688-2836,oliviah,1995-06-23,https://dummyjson.com/icon/oliviah/128,B+,155.22,99.18,Brown,Blue,Wavy,209.171.160.250,466 Cedar Street,houston,vermont,VT,37773,united states,a0:c1:a8:38:da:2c,Boston University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
108,James,Garcia,,46.0,male,james.garcia@x.dummyjson.com,+1 958-844-1106,jamesg,1979-11-29,https://dummyjson.com/icon/jamesg/128,A-,175.44,67.27,Green,Red,Wavy,9.23.123.103,41 Maple Street,washington,maryland,MD,54618,united states,11:ea:1d:70:da:c6,University of Notre Dame,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
109,Sophia,Jones,Moore,34.0,female,sophia.jones@x.dummyjson.com,+92 230-523-9981,sophiam,1991-05-21,https://dummyjson.com/icon/sophiam/128,AB+,187.2,61.59,Amber,Green,Wavy,199.163.24.60,895 Sixth Street,phoenix,georgia,GA,24752,united states,e9:4b:99:81:79:4b,Pepperdine University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
110,Daniel,Taylor,,28.0,male,daniel.taylor@x.dummyjson.com,+92 944-656-6731,danielt,1997-12-21,https://dummyjson.com/icon/danielt/128,AB-,183.88,72.49,Blue,Black,Kinky,54.218.41.97,339 Pine Street,san francisco,virginia,VA,14050,united states,3f:6c:6:36:28:78,Boston University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
111,Isabella,Jackson,White,37.0,female,isabella.jackson@x.dummyjson.com,+44 398-882-4460,isabellaw,1988-12-26,https://dummyjson.com/icon/isabellaw/128,O-,192.2,96.97,Brown,Purple,Wavy,3.244.185.83,200 Pine Street,charlotte,connecticut,CT,80531,united states,5b:14:cc:6f:e:fe,Rice University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
112,Alexander,Hernandez,,42.0,male,alexander.hernandez@x.dummyjson.com,+49 410-245-8608,alexanderh,1983-07-04,https://dummyjson.com/icon/alexanderh/128,B-,172.2,82.3,Blue,Brown,Kinky,145.104.53.16,329 Second Street,dallas,idaho,ID,49314,united states,4c:83:2a:82:f:c6,University of Florida,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
113,Mia,Miller,Martin,26.0,female,mia.miller@x.dummyjson.com,+1 484-466-3879,miam,1999-07-10,https://dummyjson.com/icon/miam/128,O-,197.72,54.7,Violet,Green,Kinky,46.101.94.61,1706 First Street,denver,michigan,MI,43350,united states,b:a0:a3:76:33:cb,California Institute of Technology (Caltech),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
114,Ethan,Thompson,,33.0,male,ethan.thompson@x.dummyjson.com,+1 872-403-3499,ethant,1992-01-10,https://dummyjson.com/icon/ethant/128,A-,153.05,79.71,Amber,Gray,Kinky,236.39.153.193,1497 Tenth Street,dallas,tennessee,TN,38792,united states,55:fb:cb:7e:dd:4d,University of California--Irvine,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
115,Charlotte,Davis,Brown,39.0,female,charlotte.davis@x.dummyjson.com,+91 908-214-6224,charlotteb,1986-01-18,https://dummyjson.com/icon/charlotteb/128,B-,182.35,99.38,Amber,Blonde,Wavy,147.246.166.48,1787 Sixth Street,fort worth,massachusetts,MA,41530,united states,92:10:92:b4:b7:22,Tufts University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
116,William,Lopez,,27.0,male,william.lopez@x.dummyjson.com,+49 254-368-2317,williaml,1998-11-01,https://dummyjson.com/icon/williaml/128,O+,186.91,50.32,Violet,Blue,Kinky,160.129.222.72,566 Madison Street,washington,arkansas,AR,28272,united states,dc:61:49:ad:14:4,University of California--San Diego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
117,Amelia,Perez,Gonzalez,44.0,female,amelia.perez@x.dummyjson.com,+49 751-988-9521,ameliag,1981-01-29,https://dummyjson.com/icon/ameliag/128,B+,186.66,80.38,Brown,Brown,Wavy,249.222.49.78,25 Elm Street,new york,new hampshire,NH,88314,united states,1:64:41:63:ca:9e,University of Michigan--Ann Arbor,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
118,Benjamin,Wilson,,31.0,male,benjamin.wilson@x.dummyjson.com,+91 482-329-9835,benjaminw,1994-03-11,https://dummyjson.com/icon/benjaminw/128,A-,154.98,88.95,Green,Gray,Kinky,198.187.169.104,1469 Elm Street,philadelphia,new hampshire,NH,47295,united states,da:86:2b:7:2c:43,Harvard University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
119,Liam,Gonzalez,Rodriguez,35.0,male,liam.gonzalez@x.dummyjson.com,+1 803-794-6247,liamr,1990-09-14,https://dummyjson.com/icon/liamr/128,AB-,182.76,76.81,Green,Gray,Curly,234.42.59.250,1628 Adams Street,columbus,new hampshire,NH,31018,united states,14:6:e:a9:22:34,University of Wisconsin--Madison,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
120,Evelyn,Walker,Flores,38.0,female,evelyn.walker@x.dummyjson.com,+44 478-401-7533,evelynf,1987-08-24,https://dummyjson.com/icon/evelynf/128,O-,178.35,56.33,Blue,Black,Wavy,38.99.12.157,310 Madison Street,phoenix,arizona,AZ,16437,united states,9a:6a:39:30:cb:e9,University of California--Santa Barbara,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
121,Ava,Harris,,30.0,female,ava.harris@x.dummyjson.com,+44 422-227-6412,avahx,1995-08-26,https://dummyjson.com/icon/avahx/128,A-,199.36,63.3,Blue,Brown,Wavy,23.127.175.229,518 Elm Street,san antonio,florida,FL,35171,united states,4:c3:e9:35:23:2a,University of Florida,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
122,Liam,Smith,Thomas,45.0,male,liam.smith@x.dummyjson.com,+44 293-526-4966,liamt,1980-11-24,https://dummyjson.com/icon/liamt/128,A-,180.32,97.71,Red,Blonde,Wavy,223.143.73.113,781 Jefferson Street,jacksonville,vermont,VT,34638,united states,90:df:b7:26:95:1,Georgetown University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
123,Harper,King,Baker,24.0,female,harper.king@x.dummyjson.com,+92 865-719-5676,harperb,2001-06-17,https://dummyjson.com/icon/harperb/128,A+,156.42,67.02,Amber,Black,Kinky,60.163.119.248,881 Lincoln Street,phoenix,washington,WA,60136,united states,aa:b8:2b:92:fa:a1,Georgetown University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
124,Noah,Lewis,,40.0,male,noah.lewis@x.dummyjson.com,+61 396-867-4229,noahl,1985-06-09,https://dummyjson.com/icon/noahl/128,AB-,168.71,86.15,Green,Brown,Curly,210.106.253.177,41 Fifth Street,denver,alabama,AL,42655,united states,e3:f5:6d:86:ed:bd,Yale University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
125,Logan,Lee,,46.0,male,logan.lee@x.dummyjson.com,+92 231-690-1885,loganlx,1979-10-18,https://dummyjson.com/icon/loganlx/128,O+,180.04,92.82,Brown,Blonde,Straight,84.172.241.191,474 Washington Street,los angeles,oregon,OR,85616,united states,b0:84:9f:82:c1:7e,University of North Carolina--Chapel Hill,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
126,Avery,Scott,Adams,28.0,female,avery.scott@x.dummyjson.com,+91 965-669-9087,averya,1997-10-13,https://dummyjson.com/icon/averya/128,B-,161.67,56.81,Green,Black,Kinky,227.163.241.130,1766 Jefferson Street,new york,arizona,AZ,18065,united states,cd:79:10:9d:88:15,Duke University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
127,Mason,Wright,,41.0,male,mason.wright@x.dummyjson.com,+61 251-806-5947,masonw,1984-05-17,https://dummyjson.com/icon/masonw/128,A-,162.47,79.18,Brown,Gray,Wavy,39.155.137.209,1195 Main Street,indianapolis,tennessee,TN,44469,united states,28:14:5f:91:dc:81,University of Connecticut,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
128,Grace,Green,Evans,36.0,female,grace.green@x.dummyjson.com,+91 339-788-2388,gracee,1989-02-04,https://dummyjson.com/icon/gracee/128,B-,197.09,92.08,Green,Red,Straight,27.251.232.118,1415 Oak Street,los angeles,nevada,NV,85922,united states,a7:1d:7:5d:96:86,Rice University,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
129,Lucas,Allen,,27.0,male,lucas.allen@x.dummyjson.com,+61 831-566-3134,lucasa,1998-11-01,https://dummyjson.com/icon/lucasa/128,B-,199.33,67.89,Gray,Black,Wavy,70.157.133.232,1160 Eighth Street,jacksonville,new mexico,NM,78335,united states,a6:52:5f:7c:d0:21,Massachusetts Institute of Technology (MIT),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
130,Chloe,Roberts,Price,42.0,female,chloe.roberts@x.dummyjson.com,+44 900-399-5847,chloep,1983-04-08,https://dummyjson.com/icon/chloep/128,AB+,153.85,72.46,Gray,White,Straight,70.183.180.248,1976 Elm Street,san jose,arkansas,AR,83671,united states,8b:b1:8:34:e9:b7,Washington University in St. Louis,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
131,Jackson,Morales,,34.0,male,jackson.morales@x.dummyjson.com,+1 685-561-9154,jacksonm,1991-09-18,https://dummyjson.com/icon/jacksonm/128,AB-,154.3,60.62,Violet,Brown,Curly,10.39.106.47,1549 Main Street,austin,arkansas,AR,23595,united states,e7:a2:59:b:23:32,Pepperdine University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
132,Zoe,Bennett,Carter,29.0,female,zoe.bennett@x.dummyjson.com,+44 944-423-6651,zoec,1996-05-11,https://dummyjson.com/icon/zoec/128,B-,187.9,99.54,Blue,Blonde,Curly,161.79.176.71,1252 Seventh Street,san jose,utah,UT,50908,united states,d5:fe:f3:d2:f0:2b,Massachusetts Institute of Technology (MIT),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
133,Carter,Rivera,,38.0,male,carter.rivera@x.dummyjson.com,+92 500-957-1453,carterr,1987-01-19,https://dummyjson.com/icon/carterr/128,B-,192.63,56.51,Green,Green,Curly,213.213.80.240,89 Main Street,phoenix,south carolina,SC,59420,united states,4:fe:6d:fc:cb:53,Emory University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
134,Nora,Russell,Morgan,25.0,female,nora.russell@x.dummyjson.com,+81 415-979-9594,noramx,2000-03-30,https://dummyjson.com/icon/noramx/128,B+,162.57,76.02,Violet,Purple,Curly,76.41.20.150,1915 Elm Street,charlotte,west virginia,WV,77947,united states,29:7c:5d:5b:eb:e8,Tufts University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
135,Elijah,Cruz,,30.0,male,elijah.cruz@x.dummyjson.com,+1 613-532-2557,elijahc,1995-01-23,https://dummyjson.com/icon/elijahc/128,O+,195.29,78.61,Gray,Brown,Wavy,178.45.211.139,583 Second Street,seattle,north dakota,ND,26483,united states,11:be:4d:5a:92:7d,University of California--Berkeley,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
136,Madison,Stewart,Kelly,37.0,female,madison.stewart@x.dummyjson.com,+61 455-829-5048,madisonk,1988-05-15,https://dummyjson.com/icon/madisonk/128,B-,199.81,76.36,Blue,Brown,Kinky,110.144.81.89,823 Sixth Street,indianapolis,arkansas,AR,66305,united states,4e:15:99:a0:22:33,Northwestern University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
137,Gabriel,Bailey,,43.0,male,gabriel.bailey@x.dummyjson.com,+91 970-512-5684,gabrielb,1982-11-22,https://dummyjson.com/icon/gabrielb/128,O-,185.22,66.39,Violet,Purple,Wavy,102.6.102.233,1001 Fifth Street,philadelphia,new mexico,NM,39924,united states,c0:5b:be:a7:62:ee,University of Michigan--Ann Arbor,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
138,Lily,Torres,Lopez,32.0,female,lily.torres@x.dummyjson.com,+91 610-954-3059,lilyl,1993-08-22,https://dummyjson.com/icon/lilyl/128,B-,191.89,89.54,Hazel,Blue,Wavy,177.180.239.191,1007 Lincoln Street,chicago,illinois,IL,44296,united states,ea:68:4b:14:68:2a,University of Michigan--Ann Arbor,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
139,Elijah,Hill,,27.0,male,elijah.hill@x.dummyjson.com,+91 906-692-9655,elijahh,1998-08-25,https://dummyjson.com/icon/elijahh/128,B+,160.31,76.3,Gray,Purple,Straight,175.3.175.35,1842 Eighth Street,los angeles,maine,ME,47017,united states,1b:5f:54:b8:11:17,Harvard University,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
140,Hannah,Howard,Graham,36.0,female,hannah.howard@x.dummyjson.com,+1 884-326-8478,hannahg,1989-10-15,https://dummyjson.com/icon/hannahg/128,B-,189.91,58.16,Red,Red,Kinky,255.136.28.75,783 Fifth Street,indianapolis,indiana,IN,72695,united states,5f:9:f8:f3:a4:39,Boston College,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
141,Owen,Sullivan,,44.0,male,owen.sullivan@x.dummyjson.com,+91 438-781-6749,owens,1981-01-02,https://dummyjson.com/icon/owens/128,AB+,156.97,79.13,Hazel,Red,Curly,211.229.95.93,1487 Maple Street,charlotte,mississippi,MS,78780,united states,69:69:35:e5:20:8b,New York University (NYU),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
142,Aria,Parker,Miller,28.0,female,aria.parker@x.dummyjson.com,+91 762-847-6884,ariam,1997-07-06,https://dummyjson.com/icon/ariam/128,AB-,164.79,92.15,Blue,Green,Curly,112.164.28.147,1504 Tenth Street,phoenix,alabama,AL,16573,united states,c1:1:6a:d:86:c4,Stanford University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
143,Grayson,Coleman,,31.0,male,grayson.coleman@x.dummyjson.com,+61 238-607-2286,graysonc,1994-12-15,https://dummyjson.com/icon/graysonc/128,O+,180.01,69.94,Hazel,Gray,Straight,62.75.54.134,328 Fifth Street,san francisco,illinois,IL,82802,united states,eb:ab:3d:6b:ec:9,Purdue University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
144,Ella,Cook,Robinson,39.0,female,ella.cook@x.dummyjson.com,+91 736-763-5452,ellar,1986-10-28,https://dummyjson.com/icon/ellar/128,AB+,162.8,75.09,Hazel,Red,Kinky,109.193.157.140,624 Sixth Street,fort worth,new hampshire,NH,49323,united states,b8:bd:c:c1:da:a2,Georgetown University,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
145,Luke,Cooper,,26.0,male,luke.cooper@x.dummyjson.com,+61 347-869-6758,lukec,1999-04-20,https://dummyjson.com/icon/lukec/128,O-,165.98,79.02,Hazel,Blonde,Wavy,219.83.201.134,355 Ninth Street,san antonio,maryland,MD,36126,united states,2a:d6:6b:5:8e:22,University of Connecticut,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
146,Leah,Hughes,Perez,33.0,female,leah.hughes@x.dummyjson.com,+1 935-838-3386,leahp,1992-06-02,https://dummyjson.com/icon/leahp/128,B-,180.3,64.31,Amber,Green,Wavy,170.69.157.12,1329 Sixth Street,indianapolis,indiana,IN,66061,united states,5a:a0:5b:41:f2:96,Massachusetts Institute of Technology (MIT),"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",bitcoin,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,ethereum (erc20)
